jrhoernschemeyer@localhost:~> ssh becjessi@blogin.nhr.zib.de
Last login: Mon Jul 21 13:20:11 2025 from 62.144.229.184

********************************************************************************
*                                                                              *
*               Welcome to NHR@ZIB system "Lise" on node blogin4               *
*               (Rocky Linux 9.5, Environment Modules 5.4.0)                   *
*                                                                              *
*  Manual   ->  https://user.nhr.zib.de                                        *
*  Support  ->  mailto:support@nhr.zib.de                                      *
*                                                                              *
********************************************************************************

Module NHRZIBenv loaded.
Module sw.clx.el9 loaded.
Module slurm (current version 24.11.5) loaded.
blogin4:~ $ salloc -p gpu-a100:shared -n1 -c4 --gres=gpu:1 --time=6:00:00
salloc: Pending job allocation 8673196
salloc: job 8673196 queued and waiting for resources
salloc: job 8673196 has been allocated resources
salloc: Granted job allocation 8673196
salloc: Nodes bgn1004 are ready for job
blogin4:~ $ python nhr_new998.py 
^CTraceback (most recent call last):
  File "/home/becjessi/nhr_new998.py", line 337, in <module>
    val_ds   = InMemoryHoodDataset(val_paths)
  File "/home/becjessi/nhr_new998.py", line 264, in __init__
    idx = nbrs.kneighbors(sites, return_distance=False)   # (S, N_NEIGHBORS)
  File "/home/becjessi/.local/lib/python3.9/site-packages/sklearn/neighbors/_base.py", line 869, in kneighbors
    results = ArgKmin.compute(
  File "/home/becjessi/.local/lib/python3.9/site-packages/sklearn/metrics/_pairwise_distances_reduction/_dispatcher.py", line 293, in compute
    return ArgKmin32.compute(
  File "sklearn/metrics/_pairwise_distances_reduction/_argkmin.pyx", line 550, in sklearn.metrics._pairwise_distances_reduction._argkmin.ArgKmin32.compute
  File "/home/becjessi/.local/lib/python3.9/site-packages/threadpoolctl.py", line 592, in __exit__
    def __exit__(self, type, value, traceback):
KeyboardInterrupt

blogin4:~ $ module load anaconda3
Module for Anaconda 2023.09 (Python 3.9.20) loaded.
blogin4:~ $ conda activate jessi
(jessi) blogin4:~ $ python nhr_new998-H.py 
Whole model          : 9,860
{'runid': '20250721_174829', 'num_nbrs': 100, 'num_nbrs_egnn': 11, 'learning_rate': [0.005], 'dataset': ('Hinputs/*.npz', 749, 300), 'epochs': 200, 'dim': 3, 'depth': 2, 'basis': 3, 'hidden_dim': 2, 'num_heads': 6, 'dropout': [0.03, 0.03], 'rbf cutoff': 20.0, 'loss': L1Loss(), 'params': 9860}
^CTraceback (most recent call last):
  File "/home/becjessi/nhr_new998-H.py", line 475, in <module>
    loss.backward(); optimizer.step()
  File "/home/becjessi/.conda/envs/jessi/lib/python3.10/site-packages/torch/_tensor.py", line 487, in backward
    torch.autograd.backward(
  File "/home/becjessi/.conda/envs/jessi/lib/python3.10/site-packages/torch/autograd/__init__.py", line 200, in backward
    Variable._execution_engine.run_backward(  # Calls into the C++ engine to run the backward pass
KeyboardInterrupt

(jessi) blogin4:~ $ ssh bgn1004
Last login: Mon Jul 21 17:48:41 2025 from blogin4.usr.hlrn.de

********************************************************************************
*                                                                              *
*               Welcome to NHR@ZIB system "Lise" on node bgn1004               *
*               (Rocky Linux 8.10, Environment Modules 5.4.0)                  *
*                                                                              *
*  Manual   ->  https://user.nhr.zib.de                                        *
*  Support  ->  mailto:support@nhr.zib.de                                      *
*                                                                              *
********************************************************************************

Module NHRZIBenv loaded.
Module sw.a100 loaded.
Module slurm (current version 24.11.5) loaded.
bgn1004:~ $ module load anaconda3
Module for Anaconda 2023.09 (Python 3.9.20) loaded.
bgn1004:~ $ conda activate jessi
(jessi) bgn1004:~ $ python nhr_new998-H.py 
Whole model          : 9,860
{'runid': '20250721_175135', 'num_nbrs': 100, 'num_nbrs_egnn': 11, 'learning_rate': [0.005], 'dataset': ('Hinputs/*.npz', 749, 300), 'epochs': 200, 'dim': 3, 'depth': 2, 'basis': 3, 'hidden_dim': 2, 'num_heads': 6, 'dropout': [0.03, 0.03], 'rbf cutoff': 20.0, 'loss': L1Loss(), 'params': 9860}
Epoch   0 | train L1 = 0.9329
Epoch  60 | train L1 = 0.5771
              |  val L1 = 0.5680
Epoch  61 | train L1 = 0.5741
              |  val L1 = 0.5504
Epoch  62 | train L1 = 0.5761
              |  val L1 = 0.5488
Epoch  63 | train L1 = 0.5786
              |  val L1 = 0.5580
Epoch  64 | train L1 = 0.5738
              |  val L1 = 0.5495
Epoch  65 | train L1 = 0.5708
              |  val L1 = 0.5530
Epoch  66 | train L1 = 0.5740
              |  val L1 = 0.5856
Epoch  67 | train L1 = 0.5702
              |  val L1 = 0.5495
Epoch  68 | train L1 = 0.5730
              |  val L1 = 0.5704
Epoch  69 | train L1 = 0.5721
              |  val L1 = 0.5648
Epoch  70 | train L1 = 0.5746
              |  val L1 = 0.5564
Epoch  71 | train L1 = 0.5702
              |  val L1 = 0.5622
Epoch  72 | train L1 = 0.5687
              |  val L1 = 0.5544
Epoch  73 | train L1 = 0.5710
              |  val L1 = 0.5454
Epoch  74 | train L1 = 0.5697
              |  val L1 = 0.5454
Epoch  75 | train L1 = 0.5693
              |  val L1 = 0.5544
Epoch  76 | train L1 = 0.5685
              |  val L1 = 0.5495
Epoch  77 | train L1 = 0.5668
              |  val L1 = 0.5610
Epoch  78 | train L1 = 0.5672
              |  val L1 = 0.5362
Epoch  79 | train L1 = 0.5700
              |  val L1 = 0.5506
Epoch  80 | train L1 = 0.5671
              |  val L1 = 0.5438
Epoch  81 | train L1 = 0.5663
              |  val L1 = 0.5373
Epoch  82 | train L1 = 0.5686
              |  val L1 = 0.5786
Epoch  83 | train L1 = 0.5685
              |  val L1 = 0.5480
Epoch  84 | train L1 = 0.5661
              |  val L1 = 0.5802
Epoch  85 | train L1 = 0.5671
              |  val L1 = 0.5521
Epoch  86 | train L1 = 0.5651
              |  val L1 = 0.5400
Epoch  87 | train L1 = 0.5636
              |  val L1 = 0.5470
Epoch  88 | train L1 = 0.5637
              |  val L1 = 0.5368
Epoch  89 | train L1 = 0.5632
              |  val L1 = 0.5381
Epoch  90 | train L1 = 0.5614
              |  val L1 = 0.5498
Epoch  91 | train L1 = 0.5611
              |  val L1 = 0.5610
Epoch  92 | train L1 = 0.5635
              |  val L1 = 0.5677
Epoch  93 | train L1 = 0.5612
              |  val L1 = 0.5433
Epoch  94 | train L1 = 0.5601
              |  val L1 = 0.5378
Epoch  95 | train L1 = 0.5597
              |  val L1 = 0.5498
Epoch  96 | train L1 = 0.5604
              |  val L1 = 0.5434
Epoch  97 | train L1 = 0.5603
              |  val L1 = 0.5350
Epoch  98 | train L1 = 0.5599
              |  val L1 = 0.5488
Epoch  99 | train L1 = 0.5606
              |  val L1 = 0.5417
Epoch 100 | train L1 = 0.5612
              |  val L1 = 0.5355
Epoch 101 | train L1 = 0.5586
              |  val L1 = 0.5530
Epoch 102 | train L1 = 0.5583
              |  val L1 = 0.5408
Epoch 103 | train L1 = 0.5613
              |  val L1 = 0.5371
Epoch 104 | train L1 = 0.5599
              |  val L1 = 0.5628
Epoch 105 | train L1 = 0.5627
              |  val L1 = 0.5425
Epoch 106 | train L1 = 0.5593
              |  val L1 = 0.5475
Epoch 107 | train L1 = 0.5567
              |  val L1 = 0.5466
Epoch 108 | train L1 = 0.5559
              |  val L1 = 0.5505
Epoch 109 | train L1 = 0.5570
              |  val L1 = 0.5400
Epoch 110 | train L1 = 0.5551
              |  val L1 = 0.5725
Epoch 111 | train L1 = 0.5558
              |  val L1 = 0.5434
Epoch 112 | train L1 = 0.5572
              |  val L1 = 0.5416
Epoch 113 | train L1 = 0.5560
              |  val L1 = 0.5429
Epoch 114 | train L1 = 0.5533
              |  val L1 = 0.5566
Epoch 115 | train L1 = 0.5556
              |  val L1 = 0.5376
Epoch 116 | train L1 = 0.5544
              |  val L1 = 0.5357
Epoch 117 | train L1 = 0.5557
              |  val L1 = 0.6074
Epoch 118 | train L1 = 0.5531
              |  val L1 = 0.5451
Epoch 119 | train L1 = 0.5523
              |  val L1 = 0.5516
Epoch 120 | train L1 = 0.5519
              |  val L1 = 0.5383
Epoch 121 | train L1 = 0.5521
              |  val L1 = 0.5334
Epoch 122 | train L1 = 0.5528
              |  val L1 = 0.5655
Epoch 123 | train L1 = 0.5539
              |  val L1 = 0.5410
Epoch 124 | train L1 = 0.5504
              |  val L1 = 0.5333
Epoch 125 | train L1 = 0.5519
              |  val L1 = 0.5339
Epoch 126 | train L1 = 0.5522
              |  val L1 = 0.5311
Epoch 127 | train L1 = 0.5507
              |  val L1 = 0.5294
Epoch 128 | train L1 = 0.5495
              |  val L1 = 0.5484
Epoch 129 | train L1 = 0.5513
              |  val L1 = 0.5469
Epoch 130 | train L1 = 0.5512
              |  val L1 = 0.5358
Epoch 131 | train L1 = 0.5505
              |  val L1 = 0.5251
Epoch 132 | train L1 = 0.5503
              |  val L1 = 0.5540
Epoch 133 | train L1 = 0.5591
              |  val L1 = 0.5375
Epoch 134 | train L1 = 0.5492
              |  val L1 = 0.5500
Epoch 135 | train L1 = 0.5491
              |  val L1 = 0.5361
Epoch 136 | train L1 = 0.5454
              |  val L1 = 0.5428
Epoch 137 | train L1 = 0.5504
              |  val L1 = 0.5312
Epoch 138 | train L1 = 0.5481
              |  val L1 = 0.5378
Epoch 139 | train L1 = 0.5490
              |  val L1 = 0.5277
Epoch 140 | train L1 = 0.5463
              |  val L1 = 0.5290
Epoch 141 | train L1 = 0.5469
              |  val L1 = 0.5412
Epoch 142 | train L1 = 0.5489
              |  val L1 = 0.5340
Epoch 143 | train L1 = 0.5464
              |  val L1 = 0.5286
Epoch 144 | train L1 = 0.5465
              |  val L1 = 0.5296
Epoch 145 | train L1 = 0.5483
              |  val L1 = 0.5286
Epoch 146 | train L1 = 0.5463
              |  val L1 = 0.5562
Epoch 147 | train L1 = 0.5481
              |  val L1 = 0.5356
Epoch 148 | train L1 = 0.5466
              |  val L1 = 0.5244
Epoch 149 | train L1 = 0.5456
              |  val L1 = 0.5329
Epoch 150 | train L1 = 0.5438
              |  val L1 = 0.5381
Epoch 151 | train L1 = 0.5457
              |  val L1 = 0.5421
Epoch 152 | train L1 = 0.5450
              |  val L1 = 0.5400
Epoch 153 | train L1 = 0.5455
              |  val L1 = 0.5408
Epoch 154 | train L1 = 0.5449
              |  val L1 = 0.5514
Epoch 155 | train L1 = 0.5448
              |  val L1 = 0.5459
Epoch 156 | train L1 = 0.5436
              |  val L1 = 0.5302
Epoch 157 | train L1 = 0.5437
              |  val L1 = 0.5294
Epoch 158 | train L1 = 0.5428
              |  val L1 = 0.5363
Epoch 159 | train L1 = 0.5415
              |  val L1 = 0.5342
Epoch 160 | train L1 = 0.5427
              |  val L1 = 0.5331
Epoch 161 | train L1 = 0.5434
              |  val L1 = 0.5285
Epoch 162 | train L1 = 0.5420
              |  val L1 = 0.5217
Epoch 163 | train L1 = 0.5442
              |  val L1 = 0.5290
Epoch 164 | train L1 = 0.5423
              |  val L1 = 0.5395
Epoch 165 | train L1 = 0.5415
              |  val L1 = 0.5536
Epoch 166 | train L1 = 0.5417
              |  val L1 = 0.5279
Epoch 167 | train L1 = 0.5395
              |  val L1 = 0.5308
Epoch 168 | train L1 = 0.5389
              |  val L1 = 0.5293
Epoch 169 | train L1 = 0.5389
              |  val L1 = 0.5248
Epoch 170 | train L1 = 0.5379
              |  val L1 = 0.5301
Epoch 171 | train L1 = 0.5383
              |  val L1 = 0.5221
Epoch 172 | train L1 = 0.5375
              |  val L1 = 0.5354
Epoch 173 | train L1 = 0.5390
              |  val L1 = 0.5453
Epoch 174 | train L1 = 0.5366
              |  val L1 = 0.5312
Epoch 175 | train L1 = 0.5389
              |  val L1 = 0.5228
Epoch 176 | train L1 = 0.5385
              |  val L1 = 0.5250
Epoch 177 | train L1 = 0.5394
              |  val L1 = 0.5349
Epoch 178 | train L1 = 0.5383
              |  val L1 = 0.5319
Epoch 179 | train L1 = 0.5369
              |  val L1 = 0.5203
Epoch 180 | train L1 = 0.5369
              |  val L1 = 0.5219
Epoch 181 | train L1 = 0.5347
              |  val L1 = 0.5338
Epoch 182 | train L1 = 0.5353
              |  val L1 = 0.5243
Epoch 183 | train L1 = 0.5398
              |  val L1 = 0.5231
Epoch 184 | train L1 = 0.5364
              |  val L1 = 0.5231
Epoch 185 | train L1 = 0.5350
              |  val L1 = 0.5271
Epoch 186 | train L1 = 0.5389
              |  val L1 = 0.5211
Epoch 187 | train L1 = 0.5354
              |  val L1 = 0.5229
Epoch 188 | train L1 = 0.5361
              |  val L1 = 0.5209
Epoch 189 | train L1 = 0.5359
              |  val L1 = 0.5326
Epoch 190 | train L1 = 0.5356
              |  val L1 = 0.5256
Epoch 191 | train L1 = 0.5364
              |  val L1 = 0.5351
Epoch 192 | train L1 = 0.5355
              |  val L1 = 0.5263
Epoch 193 | train L1 = 0.5362
              |  val L1 = 0.5283
Epoch 194 | train L1 = 0.5353
              |  val L1 = 0.5280
Epoch 195 | train L1 = 0.5342
              |  val L1 = 0.5252
Epoch 196 | train L1 = 0.5344
              |  val L1 = 0.5266
Epoch 197 | train L1 = 0.5341
              |  val L1 = 0.5208
Epoch 198 | train L1 = 0.5327
              |  val L1 = 0.5191
Epoch 199 | train L1 = 0.5327
              |  val L1 = 0.5512
Saved checkpoint_20250721_183924.pt (47.8 min) 47.8364541610082
(jessi) bgn1004:~ $ 

jrhoernschemeyer@localhost:~> ssh becjessi@blogin.nhr.zib.de
Last login: Mon Jul 21 16:25:40 2025 from 62.144.229.184

********************************************************************************
*                                                                              *
*               Welcome to NHR@ZIB system "Lise" on node blogin4               *
*               (Rocky Linux 9.5, Environment Modules 5.4.0)                   *
*                                                                              *
*  Manual   ->  https://user.nhr.zib.de                                        *
*  Support  ->  mailto:support@nhr.zib.de                                      *
*                                                                              *
********************************************************************************

Module NHRZIBenv loaded.
Module sw.clx.el9 loaded.
Module slurm (current version 24.11.5) loaded.
blogin4:~ $ conda activate jessi
-bash: conda: command not found
blogin4:~ $ ssh bgn1004
Last login: Sun Jul 20 09:55:20 2025 from blogin5.usr.hlrn.de

********************************************************************************
*                                                                              *
*               Welcome to NHR@ZIB system "Lise" on node bgn1004               *
*               (Rocky Linux 8.10, Environment Modules 5.4.0)                  *
*                                                                              *
*  Manual   ->  https://user.nhr.zib.de                                        *
*  Support  ->  mailto:support@nhr.zib.de                                      *
*                                                                              *
********************************************************************************

Module NHRZIBenv loaded.
Module sw.a100 loaded.
Module slurm (current version 24.11.5) loaded.
bgn1004:~ $ conda activate jessi
-bash: conda: command not found
bgn1004:~ $ module load anaconda3
Module for Anaconda 2023.09 (Python 3.9.20) loaded.
bgn1004:~ $ conda activate jessi
(jessi) bgn1004:~ $ python nhr_new998.py 
Whole model          : 9,860
{'runid': '20250721_174909', 'num_nbrs': 100, 'num_nbrs_egnn': 11, 'learning_rate': [0.005], 'dataset': ('1000inputs/*.npz', 749, 300), 'epochs': 200, 'dim': 3, 'depth': 2, 'basis': 3, 'hidden_dim': 2, 'num_heads': 6, 'dropout': [0.03, 0.03], 'rbf cutoff': 20.0, 'loss': L1Loss(), 'params': 9860}
Epoch   0 | train L1 = 0.9868
              |  val L1 = 0.7980
Epoch   1 | train L1 = 0.8681
              |  val L1 = 0.7909
Epoch   2 | train L1 = 0.7856
              |  val L1 = 0.7325
Epoch   3 | train L1 = 0.7091
              |  val L1 = 0.6820
Epoch   4 | train L1 = 0.6998
              |  val L1 = 0.7125
Epoch   5 | train L1 = 0.6950
              |  val L1 = 0.7102
Epoch   6 | train L1 = 0.6845
              |  val L1 = 0.6878
Epoch   7 | train L1 = 0.6655
              |  val L1 = 0.6364
Epoch   8 | train L1 = 0.6517
              |  val L1 = 0.6475
Epoch   9 | train L1 = 0.6485
              |  val L1 = 0.6131
Epoch  10 | train L1 = 0.6391
              |  val L1 = 0.6235
Epoch  11 | train L1 = 0.6426
              |  val L1 = 0.6115
Epoch  12 | train L1 = 0.6229
              |  val L1 = 0.5958
Epoch  13 | train L1 = 0.6160
              |  val L1 = 0.6414
Epoch  14 | train L1 = 0.6103
              |  val L1 = 0.5836
Epoch  15 | train L1 = 0.6029
              |  val L1 = 0.5795
Epoch  16 | train L1 = 0.6022
              |  val L1 = 0.6043
Epoch  17 | train L1 = 0.6003
              |  val L1 = 0.5785
Epoch  18 | train L1 = 0.5913
              |  val L1 = 0.5619
Epoch  19 | train L1 = 0.5854
              |  val L1 = 0.5650
Epoch  20 | train L1 = 0.5794
              |  val L1 = 0.5834
Epoch  21 | train L1 = 0.5762
              |  val L1 = 0.5430
Epoch  22 | train L1 = 0.5652
              |  val L1 = 0.6030
Epoch  23 | train L1 = 0.5626
              |  val L1 = 0.5783
Epoch  24 | train L1 = 0.5601
              |  val L1 = 0.5360
Epoch  25 | train L1 = 0.5568
              |  val L1 = 0.5480
Epoch  26 | train L1 = 0.5546
              |  val L1 = 0.5421
Epoch  27 | train L1 = 0.5545
              |  val L1 = 0.5501
Epoch  28 | train L1 = 0.5531
              |  val L1 = 0.5217
Epoch  29 | train L1 = 0.5489
              |  val L1 = 0.5243
Epoch  30 | train L1 = 0.5485
              |  val L1 = 0.5343
Epoch  31 | train L1 = 0.5452
              |  val L1 = 0.5160
Epoch  32 | train L1 = 0.5456
              |  val L1 = 0.5327
Epoch  33 | train L1 = 0.5431
              |  val L1 = 0.5302
Epoch  34 | train L1 = 0.5404
              |  val L1 = 0.5310
Epoch  35 | train L1 = 0.5383
              |  val L1 = 0.5484
Epoch  36 | train L1 = 0.5384
              |  val L1 = 0.5262
Epoch  37 | train L1 = 0.5350
              |  val L1 = 0.5107
Epoch  38 | train L1 = 0.5310
              |  val L1 = 0.5066
Epoch  39 | train L1 = 0.5370
              |  val L1 = 0.5242
Epoch  40 | train L1 = 1.6098
              |  val L1 = 1.1710
Epoch  41 | train L1 = 1.1864
              |  val L1 = 1.1678
Epoch  42 | train L1 = 1.1864
              |  val L1 = 1.1678
Epoch  43 | train L1 = 1.1665
              |  val L1 = 0.9484
Epoch  44 | train L1 = 0.9153
              |  val L1 = 0.8542
Epoch  45 | train L1 = 0.8375
              |  val L1 = 0.7467
Epoch  46 | train L1 = 0.7383
              |  val L1 = 0.6743
Epoch  47 | train L1 = 0.6952
              |  val L1 = 0.6461
Epoch  48 | train L1 = 0.6785
              |  val L1 = 0.6346
Epoch  49 | train L1 = 0.6613
              |  val L1 = 0.6941
Epoch  50 | train L1 = 0.6563
              |  val L1 = 0.6207
Epoch  51 | train L1 = 0.6504
              |  val L1 = 0.6089
Epoch  52 | train L1 = 0.6431
              |  val L1 = 0.6312
Epoch  53 | train L1 = 0.6367
              |  val L1 = 0.6231
Epoch  54 | train L1 = 0.6269
              |  val L1 = 0.6022
Epoch  55 | train L1 = 0.6171
              |  val L1 = 0.5775
Epoch  56 | train L1 = 0.6070
              |  val L1 = 0.5712
Epoch  57 | train L1 = 0.6013
              |  val L1 = 0.5578
Epoch  58 | train L1 = 0.5926
              |  val L1 = 0.5860
Epoch  59 | train L1 = 0.5869
              |  val L1 = 0.5613
Epoch  60 | train L1 = 0.5847
              |  val L1 = 0.5671
Epoch  61 | train L1 = 0.5831
              |  val L1 = 0.5676
Epoch  62 | train L1 = 0.5753
              |  val L1 = 0.5439
Epoch  63 | train L1 = 0.5737
              |  val L1 = 0.5516
Epoch  64 | train L1 = 0.5772
              |  val L1 = 0.5522
Epoch  65 | train L1 = 0.5685
              |  val L1 = 0.5392
Epoch  66 | train L1 = 0.5669
              |  val L1 = 0.5598
Epoch  67 | train L1 = 0.5657
              |  val L1 = 0.5385
Epoch  68 | train L1 = 0.5663
              |  val L1 = 0.5600
Epoch  69 | train L1 = 0.5625
              |  val L1 = 0.5512
Epoch  70 | train L1 = 0.5601
              |  val L1 = 0.5572
Epoch  71 | train L1 = 0.5605
              |  val L1 = 0.5558
Epoch  72 | train L1 = 0.5580
              |  val L1 = 0.5538
Epoch  73 | train L1 = 0.5583
              |  val L1 = 0.5318
Epoch  74 | train L1 = 0.5537
              |  val L1 = 0.5392
Epoch  75 | train L1 = 0.5520
              |  val L1 = 0.5254
Epoch  76 | train L1 = 0.5542
              |  val L1 = 0.5145
